user_id,chapter_id,name,current_level,status_chapter,avg_score,total_attempts,total_subchapters_done,total_subchapter
S0287,CT00006,Data dan Diagram,beginner,done,60.70502091448532,3.0,1.0,6
S0941,CT00002,Bilangan Rasional,advanced,in-progress,64.21664799717037,3.0,2.0,3
S0460,CT00003,Rasio,beginner,not started,73.46323063418171,3.0,1.0,3
S0180,CT00006,Data dan Diagram,advanced,in-progress,56.55,1.0,4.0,6
S0664,CT00004,Bentuk Aljabar,intermediate,DONE,90.8730582547806,4.0,1.0,3
S0074,CT00001,Bilangan Bulat,beginner,not started,70.67536189120351,5.0,2.0,3
S0640,CT00003,Rasio,intermediate,in-progress,65.71200237289953,1.0,2.0,3
S0764,CT00004,Bentuk Aljabar,advanced,done,87.03617257617432,4.0,3.0,3
S0949,CT00001,Bilangan Bulat,intermediate,done,64.91052109792814,3.0,2.0,3
S0374,CT00002,Bilangan Rasional,advanced,not started,71.74120964422328,4.0,2.0,3
S0105,CT00003,Rasio,advanced,in-progress,63.22854248026584,2.0,2.0,3
S0815,CT00002,Bilangan Rasional,intermediate,DONE,89.06231790470757,4.0,2.0,3
S0744,CT00004,Bentuk Aljabar,beginner,in-progress,66.9385979592938,2.0,2.0,3
S0363,CT00002,Bilangan Rasional,advanced,in-progress,75.85859033648416,1.0,1.0,3
S0877,CT00004,Bentuk Aljabar,advanced,not started,80.33869864714858,5.0,3.0,3
S0329,CT00006,Data dan Diagram,advanced,not started,75.26821647338585,5.0,1.0,6
S0997,CT00003,Rasio,beginner,done,93.27118865407556,3.0,3.0,3
S0009,CT00003,Rasio,advanced,in-progress,78.32736200970903,4.0,2.0,3
S0013,CT00005,Kesebangunan,beginner,not started,39.41,1.0,3.0,3
S0428,CT00002,Bilangan Rasional,advanced,in-progress,66.38868043552918,5.0,3.0,3
S0428,CT00002,Bilangan Rasional,advanced,in-progress,86.31946321250953,1.0,1.0,3
S0428,CT00002,Bilangan Rasional,advanced,in-progress,66.16955403461735,4.0,3.0,3
S0428,CT00002,Bilangan Rasional,advanced,in-progress,72.71957370575774,2.0,1.0,3
S0194,CT00003,Rasio,advanced,not started,60.22109924618294,1.0,1.0,3
S0888,CT00006,Data dan Diagram,intermediate,in-progress,74.36692120017027,4.0,2.0,6
S0873,CT00004,Bentuk Aljabar,beginner,not started,72.97873353930653,2.0,2.0,3
S0486,CT00006,Data dan Diagram,advanced,done,72.065,2.0,1.0,6
S0663,CT00006,Data dan Diagram,intermediate,in-progress,64.73356857142882,2.0,6.0,6
S0859,CT00002,Bilangan Rasional,beginner,not started,89.35066924752823,1.0,2.0,3
S0424,CT00001,Bilangan Bulat,advanced,in-progress,76.48992186197694,2.0,1.0,3
S0638,CT00001,Bilangan Bulat,intermediate,in-progress,60.7,1.0,2.0,3
S0142,CT00002,Bilangan Rasional,beginner,done,83.38566185736673,5.0,1.0,3
S0022,CT00006,Data dan Diagram,beginner,done,81.0827715332858,5.0,6.0,6
S0677,CT00002,Bilangan Rasional,advanced,in-progress,74.29194019486607,1.0,3.0,3
S0432,CT00005,Kesebangunan,advanced,in-progress,66.59,1.0,1.0,3
S0362,CT00001,Bilangan Bulat,intermediate,in-progress,68.79083797890569,3.0,2.0,3
S0633,CT00004,Bentuk Aljabar,advanced,done,78.04935880752548,1.0,3.0,3
S0633,CT00004,Bentuk Aljabar,advanced,done,66.49036398195392,2.0,2.0,3
S0633,CT00004,Bentuk Aljabar,advanced,done,78.13541332803801,1.0,2.0,3
S0633,CT00004,Bentuk Aljabar,advanced,done,73.61789439923506,2.0,3.0,3
S0646,CT00002,Bilangan Rasional,beginner,not started,56.065000000000005,2.0,2.0,3
S0061,CT00004,Bentuk Aljabar,intermediate,done,62.924785276068135,2.0,1.0,3
S0044,CT00001,Bilangan Bulat,beginner,done,67.51286252115798,5.0,3.0,3
S0646,CT00004,Bentuk Aljabar,advanced,not started,66.86468956885676,3.0,1.0,3
S0973,CT00005,Kesebangunan,beginner,done,34.595,2.0,1.0,3
S0938,CT00001,Bilangan Bulat,intermediate,not started,81.81591999614912,3.0,1.0,3
S0638,CT00005,Kesebangunan,intermediate,done,77.16679671712609,2.0,1.0,3
S0228,CT00004,Bentuk Aljabar,advanced,in-progress,54.97,2.0,1.0,3
S0324,CT00002,Bilangan Rasional,intermediate,not started,90.05535116478514,4.0,2.0,3
S0491,CT00004,Bentuk Aljabar,intermediate,in-progress,61.806067079656124,5.0,3.0,3
S0830,CT00005,Kesebangunan,beginner,in-progress,83.33652706321232,4.0,1.0,3
S0460,CT00004,Bentuk Aljabar,beginner,done,68.64304765841386,3.0,3.0,3
S0969,CT00003,Rasio,advanced,not started,68.95396903771555,5.0,3.0,3
S0778,CT00002,Bilangan Rasional,intermediate,in-progress,37.285,2.0,1.0,3
S0885,CT00004,Bentuk Aljabar,advanced,not started,87.33489571590049,2.0,3.0,3
S0867,CT00004,Bentuk Aljabar,intermediate,done,94.06328252647585,5.0,2.0,3
S0009,CT00006,Data dan Diagram,advanced,not started,69.53999999999999,2.0,5.0,6
S0260,CT00005,Kesebangunan,intermediate,in-progress,74.43853820852888,3.0,2.0,3
S0715,CT00003,Rasio,intermediate,done,47.17,1.0,1.0,3
S0715,CT00003,Rasio,intermediate,done,47.17,1.0,3.0,3
S0715,CT00003,Rasio,intermediate,done,47.17,1.0,2.0,3
S0715,CT00003,Rasio,intermediate,done,47.17,1.0,2.0,3
S0928,CT00004,Bentuk Aljabar,advanced,in-progress,74.74211288487156,5.0,3.0,3
S0248,CT00003,Rasio,intermediate,done,69.59541219570451,4.0,1.0,3
S0716,CT00005,Kesebangunan,intermediate,done,53.02,1.0,1.0,3
S0158,CT00002,Bilangan Rasional,advanced,not started,83.05447876675866,4.0,1.0,3
S0075,CT00001,Bilangan Bulat,advanced,done,54.84,1.0,2.0,3
S0078,CT00001,Bilangan Bulat,beginner,in-progress,72.13121697456903,2.0,1.0,3
S0878,CT00005,Kesebangunan,beginner,in-progress,71.34531634155508,4.0,2.0,3
S0158,CT00006,Data dan Diagram,advanced,not started,74.1999033592994,5.0,2.0,6
S0124,CT00003,Rasio,advanced,not started,87.60613479038234,2.0,2.0,3
S0379,CT00004,Bentuk Aljabar,beginner,in-progress,72.60858769725452,3.0,1.0,3
S0811,CT00006,Data dan Diagram,advanced,not started,56.65,1.0,5.0,6
S0003,CT00005,Kesebangunan,intermediate,done,74.59296868254222,4.0,3.0,3
S0279,CT00003,Rasio,intermediate,in-progress,82.8251416180153,3.0,3.0,3
S0101,CT00004,Bentuk Aljabar,intermediate,in-progress,67.92,1.0,1.0,3
S0217,CT00003,Rasio,intermediate,not started,94.84159826354761,3.0,3.0,3
S0217,CT00003,Rasio,intermediate,not started,61.069133614516474,2.0,3.0,3
S0217,CT00003,Rasio,intermediate,not started,69.81190542902584,3.0,3.0,3
S0217,CT00003,Rasio,intermediate,not started,71.9054483605488,4.0,3.0,3
S0700,CT00004,Bentuk Aljabar,intermediate,done,79.62749080765147,3.0,3.0,3
S0483,CT00006,Data dan Diagram,intermediate,done,80.23231442608301,5.0,3.0,6
S0221,CT00006,Data dan Diagram,beginner,not started,72.15,1.0,6.0,6
S0502,CT00002,Bilangan Rasional,beginner,done,92.40815381554295,1.0,3.0,3
S0815,CT00002,Bilangan Rasional,beginner,in-progress,73.01370277776071,4.0,2.0,3
S0367,CT00002,Bilangan Rasional,advanced,in-progress,50.9,1.0,3.0,3
S0800,CT00001,Bilangan Bulat,beginner,done,71.72562357692748,3.0,3.0,3
S0056,CT00003,Rasio,advanced,not started,94.15,1.0,3.0,3
S0077,CT00003,Rasio,advanced,in-progress,77.65098415537045,2.0,3.0,3
S0077,CT00003,Rasio,advanced,in-progress,79.8015735268172,5.0,3.0,3
S0077,CT00003,Rasio,advanced,in-progress,88.7736596179851,3.0,3.0,3
S0077,CT00003,Rasio,advanced,in-progress,69.43614953741346,1.0,1.0,3
S0988,CT00005,Kesebangunan,intermediate,not started,89.8604546130945,3.0,2.0,3
S0287,CT00001,Bilangan Bulat,beginner,in-progress,69.67911584284676,2.0,1.0,3
S0958,CT00001,Bilangan Bulat,beginner,in-progress,78.8379029867534,3.0,3.0,3
S0812,CT00001,Bilangan Bulat,beginner,in-progress,70.94058361176855,3.0,1.0,3
S0724,CT00004,Bentuk Aljabar,advanced,done,12.87,1.0,3.0,3
S0660,CT00004,Bentuk Aljabar,intermediate,done,66.24666666666667,3.0,2.0,3
S0090,CT00002,Bilangan Rasional,beginner,in-progress,69.21477461651051,1.0,3.0,3
S0409,CT00001,Bilangan Bulat,intermediate,in-progress,70.69674357161831,1.0,2.0,3
S0293,CT00002,Bilangan Rasional,advanced,DONE,75.70248132490434,4.0,3.0,3
S0380,CT00003,Rasio,beginner,done,91.52682342034332,2.0,1.0,3
S0304,CT00005,Kesebangunan,advanced,not started,61.08646743283754,2.0,2.0,3
S0240,CT00002,Bilangan Rasional,beginner,in-progress,88.73006762329813,5.0,1.0,3
S0941,CT00002,Bilangan Rasional,beginner,done,86.03714094279806,5.0,2.0,3
S0821,CT00001,Bilangan Bulat,beginner,not started,68.86,1.0,1.0,3
S0682,CT00006,Data dan Diagram,intermediate,not started,91.57907419543331,2.0,1.0,6
S0514,CT00006,Data dan Diagram,advanced,not started,87.66336229589245,2.0,2.0,6
S0885,CT00006,Data dan Diagram,intermediate,in-progress,8.39,1.0,4.0,6
S0385,CT00003,Rasio,intermediate,done,53.08,1.0,1.0,3
S0385,CT00003,Rasio,intermediate,done,53.08,1.0,3.0,3
S0385,CT00003,Rasio,intermediate,done,53.08,1.0,3.0,3
S0385,CT00003,Rasio,intermediate,done,53.08,1.0,2.0,3
S0681,CT00003,Rasio,intermediate,done,88.10224479612474,5.0,1.0,3
S0137,CT00003,Rasio,advanced,not started,43.9,1.0,1.0,3
S0497,CT00003,Rasio,advanced,in-progress,63.325,2.0,2.0,3
S0432,CT00003,Rasio,intermediate,in-progress,15.42,1.0,2.0,3
S0663,CT00005,Kesebangunan,beginner,not started,79.38452476955192,2.0,3.0,3
S0486,CT00003,Rasio,advanced,done,71.7702767044068,2.0,3.0,3
S0692,CT00003,Rasio,intermediate,not started,82.79813413510135,2.0,3.0,3
S0615,CT00004,Bentuk Aljabar,intermediate,done,21.78,1.0,2.0,3
S0741,CT00006,Data dan Diagram,beginner,done,70.02,1.0,1.0,6
S0347,CT00004,Bentuk Aljabar,intermediate,not started,37.95,1.0,1.0,3
S0150,CT00003,Rasio,intermediate,done,81.22492041380913,3.0,2.0,3
S0925,CT00005,Kesebangunan,advanced,in-progress,63.0339748131097,3.0,3.0,3
S0163,CT00005,Kesebangunan,beginner,done,64.29443787817277,4.0,1.0,3
S0153,CT00006,Data dan Diagram,advanced,in-progress,90.93614340172236,4.0,6.0,6
S0236,CT00005,Kesebangunan,beginner,not started,56.28,2.0,3.0,3
S0786,CT00003,Rasio,intermediate,in-progress,76.6892450392522,2.0,1.0,3
S0115,CT00004,Bentuk Aljabar,beginner,in-progress,84.44299564788076,4.0,3.0,3
S0115,CT00004,Bentuk Aljabar,beginner,in-progress,78.57363679757525,2.0,1.0,3
S0115,CT00004,Bentuk Aljabar,beginner,in-progress,84.33615307158976,5.0,3.0,3
S0115,CT00004,Bentuk Aljabar,beginner,in-progress,90.1799324302374,5.0,3.0,3
S0381,CT00006,Data dan Diagram,intermediate,DONE,75.29243331715605,2.0,4.0,6
S0319,CT00001,Bilangan Bulat,intermediate,in-progress,61.67520546587502,4.0,1.0,3
S0841,CT00005,Kesebangunan,advanced,done,94.03481648073242,3.0,3.0,3
S0256,CT00003,Rasio,beginner,in-progress,69.61717889640843,2.0,1.0,3
S0624,CT00002,Bilangan Rasional,beginner,done,78.19,1.0,3.0,3
S0441,CT00002,Bilangan Rasional,advanced,not started,81.44842027585548,4.0,1.0,3
S0580,CT00005,Kesebangunan,beginner,not started,73.37698680691454,2.0,3.0,3
S0385,CT00006,Data dan Diagram,intermediate,not started,74.47179786186908,1.0,2.0,6
S0886,CT00002,Bilangan Rasional,advanced,not started,69.18320849834222,4.0,2.0,3
S0686,CT00005,Kesebangunan,advanced,done,44.65,1.0,3.0,3
S0056,CT00003,Rasio,beginner,DONE,94.15,1.0,2.0,3
S0702,CT00001,Bilangan Bulat,beginner,done,87.82854639232106,5.0,3.0,3
S0389,CT00006,Data dan Diagram,advanced,not started,37.35,1.0,1.0,6
S0601,CT00003,Rasio,advanced,in-progress,66.44691036107919,5.0,1.0,3
S0069,CT00005,Kesebangunan,beginner,in-progress,71.59608915881975,3.0,2.0,3
S0775,CT00002,Bilangan Rasional,beginner,not started,77.37502402773069,1.0,3.0,3
S0070,CT00004,Bentuk Aljabar,intermediate,done,43.48,1.0,1.0,3
S0418,CT00006,Data dan Diagram,beginner,not started,81.98656395683278,5.0,6.0,6
S0201,CT00003,Rasio,intermediate,done,94.107272602459,1.0,2.0,3
S0328,CT00004,Bentuk Aljabar,advanced,not started,63.39,2.0,2.0,3
S0715,CT00003,Rasio,beginner,done,47.17,1.0,1.0,3
S0576,CT00005,Kesebangunan,advanced,done,74.44,1.0,1.0,3
S0341,CT00002,Bilangan Rasional,advanced,in-progress,87.37113931320425,3.0,2.0,3
S0441,CT00006,Data dan Diagram,beginner,in-progress,36.73,8.0,3.0,6
S0111,CT00001,Bilangan Bulat,advanced,not started,94.92954060013318,1.0,1.0,3
S0387,CT00006,Data dan Diagram,advanced,not started,76.94128765212764,1.0,1.0,6
S0203,CT00003,Rasio,beginner,in-progress,83.56572368801396,1.0,2.0,3
S0783,CT00004,Bentuk Aljabar,advanced,not started,61.88728387439175,1.0,3.0,3
S0729,CT00005,Kesebangunan,intermediate,not started,68.31,1.0,2.0,3
S0991,CT00006,Data dan Diagram,beginner,in-progress,71.35474953594982,1.0,4.0,6
S0518,CT00006,Data dan Diagram,advanced,done,61.22,1.0,2.0,6
S0846,CT00005,Kesebangunan,advanced,in-progress,65.12561478438967,3.0,3.0,3
S0693,CT00002,Bilangan Rasional,intermediate,in-progress,81.33784924742757,3.0,1.0,3
S0079,CT00003,Rasio,beginner,in-progress,76.54425002034114,5.0,1.0,3
S0986,CT00006,Data dan Diagram,advanced,done,77.6046175238138,2.0,6.0,6
S0267,CT00004,Bentuk Aljabar,advanced,done,85.3805808614691,5.0,1.0,3
S0197,CT00005,Kesebangunan,advanced,not started,66.57576035575627,2.0,1.0,3
S0469,CT00004,Bentuk Aljabar,advanced,in-progress,42.48,1.0,1.0,3
S0500,CT00002,Bilangan Rasional,beginner,not started,79.35,2.0,1.0,3
S0713,CT00003,Rasio,intermediate,not started,91.40755507806722,4.0,2.0,3
S0814,CT00005,Kesebangunan,intermediate,not started,78.77990387164718,1.0,1.0,3
S0121,CT00004,Bentuk Aljabar,beginner,in-progress,75.45,1.0,2.0,3
S0988,CT00005,Kesebangunan,intermediate,in-progress,71.67100711602446,2.0,2.0,3
S0228,CT00004,Bentuk Aljabar,beginner,done,54.97,2.0,1.0,3
S0512,CT00005,Kesebangunan,intermediate,not started,86.3654056322246,1.0,2.0,3
S0386,CT00006,Data dan Diagram,beginner,not started,25.42,1.0,4.0,6
S0266,CT00006,Data dan Diagram,beginner,done,78.35334629516129,4.0,4.0,6
S0541,CT00002,Bilangan Rasional,advanced,in-progress,94.31564368255289,5.0,2.0,3
S0369,CT00003,Rasio,advanced,in-progress,85.44745742469783,3.0,2.0,3
S0814,CT00004,Bentuk Aljabar,advanced,in-progress,93.63973044062959,3.0,1.0,3
S0368,CT00001,Bilangan Bulat,advanced,not started,80.16652867335111,4.0,1.0,3
S0686,CT00003,Rasio,advanced,DONE,63.714292392754416,5.0,1.0,3
S0108,CT00004,Bentuk Aljabar,advanced,not started,75.73786903896004,3.0,1.0,3
S0990,CT00004,Bentuk Aljabar,beginner,in-progress,56.41888888888889,9.0,2.0,3
S0528,CT00001,Bilangan Bulat,advanced,not started,73.88291792533721,5.0,1.0,3
S0807,CT00002,Bilangan Rasional,beginner,not started,88.53143268196959,5.0,1.0,3
S0385,CT00006,Data dan Diagram,intermediate,not started,64.46988857300678,1.0,2.0,6
S0847,CT00001,Bilangan Bulat,beginner,not started,65.29183435719727,4.0,1.0,3
S0270,CT00004,Bentuk Aljabar,advanced,done,81.82729104726593,5.0,2.0,3
S0692,CT00003,Rasio,intermediate,in-progress,79.23023775077809,3.0,1.0,3
S0342,CT00003,Rasio,advanced,not started,64.96276094724115,2.0,1.0,3
S0149,CT00005,Kesebangunan,intermediate,done,76.14142956894102,4.0,2.0,3
S0655,CT00004,Bentuk Aljabar,beginner,done,64.1425147214643,2.0,1.0,3
S0467,CT00005,Kesebangunan,intermediate,not started,82.14015012096506,1.0,1.0,3
S0942,CT00006,Data dan Diagram,beginner,done,76.65442135816498,3.0,3.0,6
S0942,CT00006,Data dan Diagram,beginner,done,67.76246041018557,3.0,2.0,6
S0942,CT00006,Data dan Diagram,beginner,done,93.5987552490264,2.0,3.0,6
S0942,CT00006,Data dan Diagram,beginner,done,88.2728130410178,5.0,6.0,6
S0846,CT00006,Data dan Diagram,advanced,not started,22.82,1.0,6.0,6
S0810,CT00005,Kesebangunan,advanced,done,82.3970311093143,5.0,3.0,3
S0412,CT00001,Bilangan Bulat,advanced,in-progress,62.14337466144498,1.0,1.0,3
S0566,CT00004,Bentuk Aljabar,advanced,not started,36.97,1.0,1.0,3
S0432,CT00004,Bentuk Aljabar,intermediate,not started,70.69278131582082,2.0,3.0,3
S0941,CT00003,Rasio,intermediate,in-progress,66.02403496466624,4.0,1.0,3
S0452,CT00006,Data dan Diagram,intermediate,in-progress,82.8121080089243,4.0,1.0,6
S0926,CT00005,Kesebangunan,advanced,in-progress,89.94283933546055,5.0,1.0,3
S0005,CT00005,Kesebangunan,intermediate,done,88.1139334607677,1.0,1.0,3
S0835,CT00001,Bilangan Bulat,beginner,done,89.29348886046203,5.0,3.0,3
S0813,CT00006,Data dan Diagram,advanced,in-progress,64.7278223821076,1.0,5.0,6
S0408,CT00005,Kesebangunan,beginner,in-progress,88.53888055395383,4.0,1.0,3
S0610,CT00002,Bilangan Rasional,beginner,not started,71.67334501051087,5.0,2.0,3
S0519,CT00001,Bilangan Bulat,advanced,not started,85.03973860696955,1.0,3.0,3
S0347,CT00001,Bilangan Bulat,beginner,in-progress,60.01422508148209,5.0,3.0,3
S0837,CT00005,Kesebangunan,beginner,not started,19.92,1.0,1.0,3
S0659,CT00006,Data dan Diagram,intermediate,done,76.90042772556315,3.0,1.0,6
S0011,CT00001,Bilangan Bulat,intermediate,DONE,58.72,1.0,3.0,3
S0923,CT00003,Rasio,intermediate,in-progress,93.11341015382541,2.0,1.0,3
S0771,CT00001,Bilangan Bulat,intermediate,DONE,65.75773472984348,4.0,2.0,3
S0156,CT00006,Data dan Diagram,beginner,not started,82.84801826641164,3.0,1.0,6
S0887,CT00004,Bentuk Aljabar,intermediate,done,62.22000828355444,3.0,2.0,3
S0887,CT00004,Bentuk Aljabar,intermediate,done,75.27282561148496,4.0,3.0,3
S0887,CT00004,Bentuk Aljabar,intermediate,done,87.87801491142125,2.0,1.0,3
S0887,CT00004,Bentuk Aljabar,intermediate,done,84.48983678542353,1.0,3.0,3
S0403,CT00004,Bentuk Aljabar,beginner,done,86.51713433619841,2.0,1.0,3
S0871,CT00001,Bilangan Bulat,advanced,in-progress,62.728191257651034,4.0,3.0,3
S0410,CT00001,Bilangan Bulat,beginner,done,56.78,1.0,1.0,3
S0526,CT00001,Bilangan Bulat,advanced,not started,60.14635788904153,5.0,2.0,3
S0880,CT00001,Bilangan Bulat,beginner,in-progress,86.01160298929537,5.0,2.0,3
S0816,CT00002,Bilangan Rasional,beginner,not started,62.59,1.0,1.0,3
S0864,CT00004,Bentuk Aljabar,advanced,not started,91.46614656075322,3.0,3.0,3
S0401,CT00001,Bilangan Bulat,intermediate,done,94.55511350356537,1.0,1.0,3
S0108,CT00002,Bilangan Rasional,intermediate,in-progress,60.04689395026063,5.0,3.0,3
S0179,CT00002,Bilangan Rasional,intermediate,not started,88.27,1.0,1.0,3
S0392,CT00006,Data dan Diagram,intermediate,done,79.65443053431298,5.0,2.0,6
S0392,CT00006,Data dan Diagram,intermediate,done,80.426225221629,3.0,2.0,6
S0392,CT00006,Data dan Diagram,intermediate,done,85.32487246287717,2.0,2.0,6
S0392,CT00006,Data dan Diagram,intermediate,done,81.16304893492622,2.0,2.0,6
S0309,CT00006,Data dan Diagram,beginner,in-progress,77.04615128406954,1.0,4.0,6
S0598,CT00005,Kesebangunan,beginner,in-progress,91.71846829460407,3.0,1.0,3
S0730,CT00003,Rasio,intermediate,in-progress,90.47280000396364,4.0,2.0,3
S0937,CT00004,Bentuk Aljabar,beginner,done,6.02,1.0,3.0,3
S0966,CT00004,Bentuk Aljabar,intermediate,in-progress,66.38006190437538,5.0,3.0,3
S0457,CT00001,Bilangan Bulat,advanced,done,87.3951225043419,1.0,3.0,3
S0983,CT00004,Bentuk Aljabar,advanced,done,81.1144209554307,2.0,2.0,3
S0666,CT00004,Bentuk Aljabar,advanced,not started,69.0839172966665,2.0,3.0,3
S0768,CT00001,Bilangan Bulat,advanced,not started,4.87,1.0,3.0,3
S0287,CT00002,Bilangan Rasional,intermediate,not started,60.286657690864445,2.0,2.0,3
S0684,CT00005,Kesebangunan,advanced,done,87.35246916775625,3.0,1.0,3
S0404,CT00003,Rasio,advanced,in-progress,63.01733986593515,5.0,2.0,3
S0034,CT00003,Rasio,intermediate,done,56.01,1.0,2.0,3
S0426,CT00004,Bentuk Aljabar,beginner,in-progress,85.4497305315486,4.0,1.0,3
S0977,CT00005,Kesebangunan,advanced,in-progress,28.13,1.0,3.0,3
S0123,CT00006,Data dan Diagram,intermediate,done,40.21,2.0,6.0,6
S0465,CT00004,Bentuk Aljabar,intermediate,done,86.51058687537393,1.0,2.0,3
S0774,CT00001,Bilangan Bulat,intermediate,in-progress,78.63652959845368,3.0,1.0,3
S0753,CT00002,Bilangan Rasional,advanced,done,86.66368771758917,4.0,1.0,3
S0425,CT00002,Bilangan Rasional,intermediate,not started,72.06981424871476,1.0,2.0,3
S0037,CT00003,Rasio,beginner,done,66.19216047697785,2.0,1.0,3
S0085,CT00004,Bentuk Aljabar,intermediate,done,35.91,1.0,1.0,3
S0450,CT00004,Bentuk Aljabar,beginner,not started,36.35,1.0,3.0,3
S0087,CT00004,Bentuk Aljabar,beginner,done,97.13,8.0,2.0,3
S0168,CT00003,Rasio,beginner,not started,92.25083348102058,4.0,3.0,3
S0635,CT00004,Bentuk Aljabar,advanced,done,77.13416077788729,4.0,1.0,3
S0185,CT00002,Bilangan Rasional,intermediate,not started,82.13900803243878,2.0,3.0,3
S0029,CT00004,Bentuk Aljabar,advanced,DONE,27.55,1.0,1.0,3
S0856,CT00006,Data dan Diagram,intermediate,in-progress,81.73116122648796,5.0,1.0,6
S0069,CT00004,Bentuk Aljabar,advanced,not started,76.18135529348774,2.0,3.0,3
S0987,CT00006,Data dan Diagram,beginner,in-progress,86.04948820337609,2.0,2.0,6
S0377,CT00002,Bilangan Rasional,advanced,DONE,77.47341894850658,2.0,2.0,3
S0481,CT00003,Rasio,beginner,done,33.96,2.0,2.0,3
S0249,CT00005,Kesebangunan,beginner,not started,73.56490312994602,3.0,1.0,3
S0771,CT00004,Bentuk Aljabar,advanced,in-progress,74.2396861921069,5.0,2.0,3
S0863,CT00001,Bilangan Bulat,beginner,done,65.99,1.0,1.0,3
S0268,CT00004,Bentuk Aljabar,intermediate,in-progress,62.32117877834655,3.0,2.0,3
S0550,CT00006,Data dan Diagram,beginner,not started,33.665,2.0,2.0,6
S0516,CT00005,Kesebangunan,intermediate,done,65.07284009202347,3.0,1.0,3
S0787,CT00005,Kesebangunan,advanced,not started,76.82108320725447,4.0,1.0,3
S0846,CT00005,Kesebangunan,advanced,not started,60.28605113265725,5.0,2.0,3
S0300,CT00006,Data dan Diagram,advanced,not started,79.74850918822374,4.0,3.0,6
S0300,CT00006,Data dan Diagram,advanced,not started,89.88304233476242,5.0,1.0,6
S0300,CT00006,Data dan Diagram,advanced,not started,68.84713129391542,1.0,4.0,6
S0300,CT00006,Data dan Diagram,advanced,not started,68.06488459201722,3.0,4.0,6
