user_id,chapter_id,name,current_level,status_chapter,avg_score,total_attempts,total_subchapters_done,total_subchapter
S2977,CT00004,Bentuk Aljabar,advanced,done,88.59,3.4,3.0,3.0
S1960,CT00002,Bilangan Rasional,beginner,in-progress,43.21,3.1,0.0,3.0
S5760,CT00006,Data dan Diagram,intermediate,in-progress,25.67,1.1,3.0,6.0
S6695,CT00001,Bilangan Bulat,intermediate,done,71.87,3.9,3.0,3.0
S2386,CT00002,Bilangan Rasional,beginner,not started,0.0,0.0,0.0,3.0
S4737,CT00006,Data dan Diagram,intermediate,done,76.67,2.7,6.0,6.0
S1803,CT00001,Bilangan Bulat,advanced,not started,0.0,0.0,0.0,3.0
S8156,CT00002,Bilangan Rasional,intermediate,in-progress,40.71,3.4,2.0,3.0
S8121,CT00001,Bilangan Bulat,intermediate,in-progress,62.07,1.1,2.0,3.0
S6617,CT00001,Bilangan Bulat,beginner,done,93.74,3.4,3.0,3.0
S5535,CT00002,Bilangan Rasional,intermediate,in-progress,37.43,1.9,2.0,3.0
S4062,CT00002,Bilangan Rasional,advanced,in-progress,54.72,1.0,2.0,3.0
S0263,CT00001,Bilangan Bulat,advanced,done,60.0,1.5,3.0,3.0
S6288,CT00005,Kesebangunan,intermediate,done,84.58,5.5,3.0,3.0
S8816,CT00002,Bilangan Rasional,advanced,done,97.18,4.7,3.0,3.0
S9209,CT00006,Data dan Diagram,intermediate,not started,0.0,0.0,0.0,6.0
S2050,CT00003,Rasio,beginner,done,93.47,5.3,3.0,3.0
S5424,CT00004,Bentuk Aljabar,beginner,not started,0.0,0.0,0.0,3.0
S4549,CT00001,Bilangan Bulat,advanced,in-progress,69.06,3.1,1.0,3.0
S3109,CT00001,Bilangan Bulat,beginner,not started,0.0,0.0,0.0,3.0
S7159,CT00004,Bentuk Aljabar,intermediate,in-progress,59.09,4.6,2.0,3.0
S7401,CT00005,Kesebangunan,intermediate,done,98.04,3.5,3.0,3.0
S3171,CT00004,Bentuk Aljabar,intermediate,in-progress,49.44,2.6,0.0,3.0
S9875,CT00002,Bilangan Rasional,intermediate,in-progress,40.93,1.6,2.0,3.0
S2256,CT00004,Bentuk Aljabar,beginner,done,85.2,2.0,3.0,3.0
S1155,CT00001,Bilangan Bulat,beginner,done,72.05,5.3,3.0,3.0
S4500,CT00004,Bentuk Aljabar,intermediate,done,80.73,6.1,3.0,3.0
S6296,CT00003,Rasio,intermediate,in-progress,50.15,2.7,0.0,3.0
S6198,CT00006,Data dan Diagram,intermediate,done,62.54,3.6,6.0,6.0
S9889,CT00002,Bilangan Rasional,intermediate,in-progress,65.33,2.3,2.0,3.0
S1649,CT00004,Bentuk Aljabar,beginner,done,82.79,6.4,3.0,3.0
S5540,CT00001,Bilangan Bulat,advanced,in-progress,70.97,3.5,0.0,3.0
S9638,CT00006,Data dan Diagram,intermediate,done,96.46,1.0,6.0,6.0
S4200,CT00002,Bilangan Rasional,beginner,not started,0.0,0.0,0.0,3.0
S8446,CT00001,Bilangan Bulat,intermediate,in-progress,54.7,1.5,2.0,3.0
S2558,CT00005,Kesebangunan,advanced,not started,0.0,0.0,0.0,3.0
S5593,CT00003,Rasio,advanced,in-progress,70.77,2.9,1.0,3.0
S0099,CT00005,Kesebangunan,beginner,in-progress,63.87,1.4,1.0,3.0
S2201,CT00003,Rasio,intermediate,done,73.02,3.8,3.0,3.0
S2962,CT00004,Bentuk Aljabar,beginner,not started,0.0,0.0,0.0,3.0
S4974,CT00002,Bilangan Rasional,beginner,done,84.59,5.8,3.0,3.0
S4434,CT00004,Bentuk Aljabar,intermediate,not started,0.0,0.0,0.0,3.0
S2870,CT00003,Rasio,intermediate,in-progress,60.01,1.6,2.0,3.0
S0957,CT00003,Rasio,intermediate,done,84.93,5.4,3.0,3.0
S8353,CT00003,Rasio,intermediate,done,98.63,5.2,3.0,3.0
S5700,CT00006,Data dan Diagram,beginner,in-progress,49.0,1.4,1.0,6.0
S6945,CT00001,Bilangan Bulat,intermediate,not started,0.0,0.0,0.0,3.0
S4494,CT00002,Bilangan Rasional,beginner,done,95.08,5.0,3.0,3.0
S9493,CT00004,Bentuk Aljabar,beginner,in-progress,64.1,1.0,2.0,3.0
S4912,CT00004,Bentuk Aljabar,intermediate,in-progress,44.34,3.7,2.0,3.0
S3988,CT00005,Kesebangunan,intermediate,done,83.37,6.2,3.0,3.0
S9720,CT00003,Rasio,beginner,in-progress,46.56,1.8,0.0,3.0
S6016,CT00003,Rasio,intermediate,not started,0.0,0.0,0.0,3.0
S1219,CT00003,Rasio,beginner,done,65.62,2.3,3.0,3.0
S4497,CT00004,Bentuk Aljabar,beginner,done,87.49,4.0,3.0,3.0
S4736,CT00005,Kesebangunan,intermediate,not started,0.0,0.0,0.0,3.0
S4556,CT00001,Bilangan Bulat,beginner,in-progress,51.15,1.0,2.0,3.0
S9147,CT00006,Data dan Diagram,intermediate,not started,0.0,0.0,0.0,6.0
S8051,CT00002,Bilangan Rasional,beginner,done,92.15,2.6,3.0,3.0
S3447,CT00001,Bilangan Bulat,intermediate,done,92.36,3.1,3.0,3.0
S1046,CT00004,Bentuk Aljabar,beginner,not started,0.0,0.0,0.0,3.0
S6894,CT00006,Data dan Diagram,beginner,not started,0.0,0.0,0.0,6.0
S1694,CT00006,Data dan Diagram,intermediate,not started,0.0,0.0,0.0,6.0
S3437,CT00006,Data dan Diagram,advanced,in-progress,54.25,2.2,3.0,6.0
S8755,CT00003,Rasio,beginner,done,86.6,1.0,3.0,3.0
S5896,CT00002,Bilangan Rasional,intermediate,not started,0.0,0.0,0.0,3.0
S3355,CT00004,Bentuk Aljabar,intermediate,in-progress,47.02,2.0,0.0,3.0
S0226,CT00004,Bentuk Aljabar,intermediate,in-progress,38.85,1.0,0.0,3.0
S4894,CT00006,Data dan Diagram,advanced,in-progress,57.15,1.2,3.0,6.0
S7023,CT00004,Bentuk Aljabar,beginner,in-progress,53.23,1.6,0.0,3.0
S9152,CT00002,Bilangan Rasional,advanced,in-progress,49.98,1.3,2.0,3.0
S5601,CT00002,Bilangan Rasional,intermediate,done,93.75,3.6,3.0,3.0
S7997,CT00005,Kesebangunan,intermediate,done,89.62,3.3,3.0,3.0
S9008,CT00005,Kesebangunan,advanced,done,98.26,6.2,3.0,3.0
S7684,CT00001,Bilangan Bulat,intermediate,in-progress,62.06,1.0,2.0,3.0
S4643,CT00002,Bilangan Rasional,intermediate,done,79.88,4.4,3.0,3.0
S7680,CT00002,Bilangan Rasional,intermediate,done,79.61,7.6,3.0,3.0
S8209,CT00002,Bilangan Rasional,intermediate,not started,0.0,0.0,0.0,3.0
S7340,CT00005,Kesebangunan,beginner,not started,0.0,0.0,0.0,3.0
S9436,CT00006,Data dan Diagram,intermediate,not started,0.0,0.0,0.0,6.0
S2206,CT00006,Data dan Diagram,beginner,in-progress,25.82,1.0,0.0,6.0
S1070,CT00004,Bentuk Aljabar,advanced,done,68.59,3.6,3.0,3.0
S3445,CT00006,Data dan Diagram,advanced,in-progress,50.86,1.3,5.0,6.0
S1061,CT00003,Rasio,intermediate,in-progress,40.97,3.1,0.0,3.0
S2328,CT00005,Kesebangunan,intermediate,in-progress,65.96,4.2,1.0,3.0
S3421,CT00002,Bilangan Rasional,beginner,not started,0.0,0.0,0.0,3.0
S0302,CT00006,Data dan Diagram,beginner,in-progress,68.13,1.9,5.0,6.0
S0607,CT00005,Kesebangunan,advanced,not started,0.0,0.0,0.0,3.0
S3171,CT00006,Data dan Diagram,beginner,not started,0.0,0.0,0.0,6.0
S0700,CT00001,Bilangan Bulat,intermediate,done,74.99,2.2,3.0,3.0
S5089,CT00002,Bilangan Rasional,advanced,done,97.06,2.9,3.0,3.0
S9332,CT00001,Bilangan Bulat,advanced,done,86.77,6.2,3.0,3.0
S0191,CT00002,Bilangan Rasional,intermediate,done,88.06,5.2,3.0,3.0
S0981,CT00005,Kesebangunan,intermediate,done,86.8,6.1,3.0,3.0
S2976,CT00004,Bentuk Aljabar,intermediate,done,83.18,3.9,3.0,3.0
S6103,CT00006,Data dan Diagram,advanced,done,66.31,4.6,6.0,6.0
S1185,CT00006,Data dan Diagram,intermediate,done,90.28,1.8,6.0,6.0
S3328,CT00003,Rasio,intermediate,in-progress,51.56,2.4,2.0,3.0
S3395,CT00001,Bilangan Bulat,beginner,in-progress,35.95,3.2,1.0,3.0
S8320,CT00006,Data dan Diagram,beginner,done,81.19,4.0,6.0,6.0
S1817,CT00005,Kesebangunan,intermediate,in-progress,60.16,4.5,0.0,3.0
S5855,CT00004,Bentuk Aljabar,advanced,in-progress,45.17,2.5,2.0,3.0
S6710,CT00005,Kesebangunan,advanced,in-progress,53.46,1.0,1.0,3.0
S0570,CT00001,Bilangan Bulat,advanced,in-progress,44.1,1.2,2.0,3.0
S5443,CT00003,Rasio,intermediate,done,95.06,4.7,3.0,3.0
S1896,CT00006,Data dan Diagram,intermediate,in-progress,66.48,3.2,2.0,6.0
S2734,CT00005,Kesebangunan,advanced,in-progress,85.0,1.5,2.0,3.0
S3864,CT00002,Bilangan Rasional,intermediate,not started,0.0,0.0,0.0,3.0
S7456,CT00004,Bentuk Aljabar,intermediate,done,78.94,3.5,3.0,3.0
S4015,CT00005,Kesebangunan,intermediate,in-progress,79.95,2.5,0.0,3.0
S1687,CT00004,Bentuk Aljabar,advanced,done,73.05,5.8,3.0,3.0
S3010,CT00006,Data dan Diagram,beginner,done,97.73,5.4,6.0,6.0
